Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_2215_DIA20_10ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_1.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_2215_DIA10_10ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk2.raw
P12259	P12259		F5		62148.4	240309	235338		128006	56954.4	94816	246521				91747.7	85799		62344.8	54538.4	84373.1	74848	58886.6	67554.7	76598.4	56511.1	88676.5	92710.4	70808.3	30250.9		
P12268	P12268		IMPDH2		1.02191e+06	1.13755e+06	1.06102e+06	1.19974e+06	1.17216e+06	971628	1.26411e+06	1.30927e+06	1.29249e+06	1.12018e+06	1.21577e+06	1.20382e+06	1.18034e+06	1.17546e+06	1.10487e+06	1.09138e+06	1.17652e+06	1.12131e+06	1.14841e+06	1.066e+06	1.11072e+06	1.09933e+06	1.0476e+06	1.04783e+06	1.11113e+06	1.07771e+06		
P12270	P12270		TPR		1.68263e+06	2.34473e+06	2.42867e+06	2.22207e+06	2.46655e+06	1.44056e+06	2.21803e+06	2.22796e+06	2.25597e+06	2.15169e+06	2.30915e+06	2.23051e+06	2.26368e+06	2.24209e+06	2.30897e+06	2.22461e+06	2.21738e+06	2.22749e+06	2.18986e+06	2.30837e+06	2.19837e+06	2.34746e+06	2.25137e+06	2.12145e+06	2.24638e+06	2.31787e+06		
P12277	P12277		CKB		280648	242495	240172	269035	280902	344726	172012	197315	233114	221858	244949	250196	277934	285067	246846	258313	258042	281816	281447	214098	301964	256905	238662	250425	298378	240143		
P12429	P12429		ANXA3		1.4439e+06	1.79833e+06	1.60426e+06	1.74077e+06	1.79045e+06	1.37303e+06	1.6467e+06	1.61961e+06	1.67854e+06	1.8479e+06	1.80159e+06	1.80964e+06	1.96871e+06	1.88472e+06	1.79301e+06	1.72059e+06	1.65015e+06	1.68338e+06	1.73302e+06	1.80685e+06	1.73144e+06	1.71696e+06	1.8078e+06	1.74651e+06	1.79481e+06	1.83055e+06		
P12694	P12694		BCKDHA		108048					78925.4																						
P12814	P12814		ACTN1		443102	379161	323792	365076	365438	457706	348763	340142	343867	341271	348156	385986	371950	368246	320531	323362	346318	346442	347506	312778	374238	318834	361638	378249	409132	374850		
P12955	P12955		PEPD		438332	1.38615e+06	1.26846e+06	1.38109e+06	1.33529e+06	330152	1.36509e+06	1.38442e+06	1.60973e+06	108330	1.15366e+06	718467	1.04894e+06	1.07095e+06	895429	813922	934897	960870	757164	1.01815e+06	980696	914980	1.07942e+06	1.14289e+06	1.04768e+06	1.03305e+06		
P12956	P12956		XRCC6		1.96803e+06	1.90513e+06	1.98693e+06	1.78272e+06	1.78947e+06	1.88492e+06	1.94072e+06	1.9122e+06	1.92922e+06	2.16661e+06	1.93672e+06	2.08642e+06	2.0875e+06	2.00758e+06	1.90452e+06	1.87505e+06	1.9119e+06	1.95021e+06	1.86346e+06	1.85923e+06	1.76681e+06	1.82079e+06	2.00969e+06	2.04925e+06	1.99923e+06	2.04023e+06		
P13010	P13010		XRCC5		1.70316e+06	1.65353e+06	1.50411e+06	1.59774e+06	1.62223e+06	1.78017e+06	1.53239e+06	1.53246e+06	1.62799e+06	1.48675e+06	1.66981e+06	1.52598e+06	1.46342e+06	1.51853e+06	1.57349e+06	1.69881e+06	1.64925e+06	1.67468e+06	1.69852e+06	1.51933e+06	1.79027e+06	1.52115e+06	1.41253e+06	1.57186e+06	1.58573e+06	1.55665e+06		
P13073	P13073		COX4I1		1.25263e+06	1.05724e+06	916485	1.24349e+06	1.11105e+06	2.08286e+06	946284	938073	1.13612e+06	972390	1.19541e+06	1.27375e+06	1.19649e+06	1.2658e+06	1.18386e+06	1.28044e+06	1.32261e+06	1.33219e+06	1.33585e+06	1.08276e+06	1.4648e+06	1.23987e+06	1.04491e+06	1.33107e+06	1.38118e+06	1.20755e+06		
P13284	P13284		IFI30		50167.8					47171.1																						
P13473	P13473		LAMP2		295091	353644	316412	313796	355392	295092	309788	299934	312074	322376	301219	275933	285855	302429	319038	316788	306012	358105	337842	301367	302506	353687	320141	290716	339731	314934		
P13489	P13489		RNH1		305004	337896	313620	329779	319886	301788	343096	346213	351396	389908	343008	369751	372255	362283	349124	343840	374411	329717	355590	352949	344258	366931	318708	334024	316020	326245		
P13639	P13639		EEF2		5.44673e+06	4.57877e+06	4.44614e+06	4.34435e+06	4.48762e+06	5.66193e+06	4.46424e+06	4.58823e+06	4.51442e+06	4.46884e+06	4.78843e+06	4.67033e+06	4.79502e+06	4.82136e+06	4.68112e+06	4.63711e+06	4.67057e+06	4.65998e+06	4.72051e+06	4.51173e+06	4.70724e+06	4.61372e+06	4.4159e+06	4.60186e+06	4.58848e+06	4.56392e+06		
P13645	P13645		KRT10		662570	601466	605876	611918	593158	588792	615616	627143	605977	636304	591230	642741	717585	678390	644348	665510	642692	651086	670996	665315	644355	684614	575283	595633	565293	575946		
P13667	P13667		PDIA4		392027	510097	472172	468235	504655	401551	465906	455971	500158	438547	503312	462542	460769	451727	462120	450292	446138	461132	468398	427804	432442	465493	465168	480113	482648	478879		
P13674	P13674		P4HA1		114603					124221																						
P13693	P13693		TPT1		344964	320985	281211	280424	353543	105879	276841	286173	260658	213263	154195	247596	235175	216436	310710	302505	285547	301524	261029	217763	305503	296820	284225	295469	371069	278150		
P13796	P13796		LCP1			1.17022e+06																	925042									
P13797	P13797		PLS3		2.14037e+06	2.04905e+06	2.07645e+06	2.1871e+06	2.13535e+06	2.10876e+06	1.83635e+06	1.94154e+06	2.08584e+06	2.18733e+06	2.19298e+06	2.29863e+06	2.17908e+06	2.3029e+06	2.13825e+06	2.13859e+06	2.17189e+06	2.11352e+06	2.18207e+06	2.16609e+06	2.08878e+06	2.12453e+06	1.989e+06	2.05692e+06	2.00595e+06	2.11079e+06		
P13798	P13798		APEH		201560	286024	250860	277478	287393	183590	280216	267570	267071	266756	299954	306760	273215	261530	234276	243490	238176	247120	227251	258548	278579	229735	240644	222913	265393	233328		
P13804	P13804		ETFA		659764	589034	573900	583225	585263	631703	552231	579095	609932	618514	570069	614627	655979	607352	664538	627787	656075	627367	629081	639118	650665	636858	612817	656377	658900	628679		
P13807	P13807		GYS1		38545.9	124599	137909			39832.9		84969	86751.2		87084.3	96432.8	108938	114147	118453	125213	90434.3	89945.1	80708	97495.7	76385.2	77863.3				128011		
P13861	P13861		PRKAR2A		758594	1.42845e+06	1.53761e+06	1.35489e+06	1.33406e+06	626235	1.27482e+06	1.50156e+06	1.37393e+06	1.11822e+06	1.12335e+06	1.22057e+06	1.18461e+06	1.20056e+06	1.20421e+06	1.25409e+06	1.2293e+06	1.2667e+06	1.34712e+06	1.33537e+06	1.25541e+06	1.34182e+06	1.14928e+06	1.30739e+06	1.23644e+06	1.28763e+06		
P13928	P13928		ANXA8		64167.2					46648.7					44934.4				94015		85257.7	67948.7		65693.3			59536.2	34538.5		68921.7		
P13929	P13929		ENO3		40745.8			9676.2		39257.2	74616.3								15394.5						18783.9					107732		
P13987	P13987		CD59		971785	432125	417457	407864	394094	853225	399001	421436	393311	413319	452242	368932	424784	403982	392856	523573	493634	460871	344380	510243	392682	450482	388827	400545	413955	396527		
P13995	P13995		MTHFD2		231011			141749		158505	143869	135652	125510			239410		200913	156585	196756	125478	145904	159365			179898	170151					
P14174	P14174		MIF		2.69542e+06	2.47733e+06	2.63561e+06	2.50918e+06	2.28932e+06	2.53506e+06	2.73077e+06	2.84784e+06	2.84552e+06	2.97332e+06	2.79965e+06	2.995e+06	3.02578e+06	2.80491e+06	3.07402e+06	3.17885e+06	3.14614e+06	3.06415e+06	3.00403e+06	3.12124e+06	3.01493e+06	3.11106e+06	3.10295e+06	3.12541e+06	3.00676e+06	3.26815e+06		
P14209	P14209		CD99		174849	207375	207946	199621	218716	192819	237995	203903	222452	186644	219031	185484	169088	192000	190936	183265	187218	140658	181206	172502	181742	178576	205774	178087	191724	196007		
P14314	P14314		PRKCSH		1.43907e+06	1.26574e+06	1.17292e+06	1.29207e+06	1.28813e+06	1.66771e+06	1.00926e+06	1.03894e+06	1.14048e+06	1.10473e+06	1.29972e+06	1.1956e+06	1.28052e+06	1.28717e+06	1.34244e+06	1.33324e+06	1.34558e+06	1.35971e+06	1.35345e+06	1.09864e+06	1.45262e+06	1.24215e+06	1.18356e+06	1.2825e+06	1.35036e+06	1.26197e+06		
P14324	P14324		FDPS		789445	716257	634514	727961	718992	728866	650303	724781	698836	608228	732179	623285	597080	638970	614684	583197	570277	521391	559121	562755	540933	571699	598540	653033	634328	603319		
P14384	P14384		CPM		60266	43808.8	61051.9	61183.8	59364.4	62944.8	58338.8	64914.2	78695.9	50598.8	46544.1	63831.2	60907.8	64974.2	32681.7	53753.2	45703.4	44769.6	28274.2	53733.3	44232.2	49088.9	59891.2	60972.3	55483.6	58624.6		
P14406	P14406		COX7A2		193406	345824	361609	308301	332579	207852	335845	335648	320898	301446	367027	288314	307477	254947	291857	258706	282991	274095	261532	310101	252910	296655	242866	243422	242498	234525		
P14550	P14550		AKR1A1		994392	1.21311e+06	1.08465e+06	1.1276e+06	1.17891e+06	985556	1.20248e+06	1.25693e+06	1.23546e+06	1.12904e+06	1.17722e+06	1.12846e+06	1.11444e+06	1.1582e+06	1.12501e+06	1.33754e+06	1.2239e+06	1.12124e+06	1.24779e+06	1.27714e+06	1.21731e+06	1.21416e+06	1.04065e+06	997153	925624	1.00085e+06		
P14618	P14618		PKM		1.46494e+07	1.53452e+07	1.52866e+07	1.44256e+07	1.46206e+07	1.49031e+07	1.41433e+07	1.42232e+07	1.46173e+07	1.51355e+07	1.46424e+07	1.55998e+07	1.5447e+07	1.49443e+07	1.55274e+07	1.52046e+07	1.51599e+07	1.53886e+07	1.51625e+07	1.54809e+07	1.50717e+07	1.48257e+07	1.48212e+07	1.53681e+07	1.49187e+07	1.50375e+07		
P14625	P14625		HSP90B1		6.03144e+06	4.63041e+06	4.81038e+06	4.63732e+06	4.51777e+06	5.68227e+06	4.73368e+06	4.81373e+06	4.78895e+06	4.98743e+06	4.64561e+06	5.08205e+06	5.32951e+06	5.11214e+06	5.00053e+06	5.01998e+06	5.14481e+06	5.18642e+06	5.03752e+06	5.09165e+06	5.12502e+06	5.2173e+06	5.33793e+06	5.23996e+06	5.27888e+06	5.43013e+06		
P14678	P14678		SNRPB		583655	670684	668931	650698	670280	626698	681377	676572	697329	669031	760332	726098	689147	731449	727640	734226	744243	760791	732291	738964	768512	728975	854482	865358	795893	861464		
P14735	P14735		IDE		139937	177569	162237	178996	123394	107505	178942	168908	181203	128342	167537	159867	152600	163054	146648	167730	145411	152700	143051	155557	161438	139209	142425	131362	141193	124274		
P14854	P14854		COX6B1		78823.9					141043																						
P14866	P14866		HNRNPL		745664	642049	618827	631955	627111	736897	622915	618932	623571	554631	580093	548652	592804	567364	627146	633186	617409	638203	646634	672899	658927	636342	604258	612654	647161	620715		
P14868	P14868		DARS1		794793	647275	660939	661988	670101	781979	669276	705276	696612	775596	725704	772219	811126	794590	715943	748253	784085	764168	750854	745250	743645	774336	807589	785987	796180	805173		
P14923	P14923		JUP		40963.5	266666	325881			72641.6	228517	240482		308802	276833		271736	245757	185485	184728												
P14927	P14927		UQCRB		120970			22257.2		89771.4	71839	34857.1	38852.9	97209.5	51106.1	97348.7	105582	87658.4			19178.1						72337.2	68072.5	57442.6	76764.8		
P15121	P15121		AKR1B1		1.2647e+06	1.29722e+06	1.38278e+06	1.27599e+06	1.30061e+06	1.328e+06	1.3298e+06	1.36971e+06	1.35093e+06	1.36186e+06	1.32841e+06	1.3264e+06	1.33939e+06	1.38561e+06	1.35148e+06	1.35596e+06	1.33567e+06	1.31989e+06	1.36233e+06	1.42602e+06	1.33594e+06	1.34912e+06	1.41149e+06	1.42577e+06	1.4266e+06	1.42194e+06		
P15151	P15151		PVR		22455.5					18407.1																						
P15170	P15170		GSPT1		925149	1.10425e+06	1.02437e+06	1.17977e+06	1.1536e+06	1.02705e+06	1.12963e+06	1.06216e+06	1.14507e+06	995021	1.2653e+06	1.11064e+06	1.0625e+06	1.11925e+06	1.11908e+06	1.12938e+06	1.08288e+06	1.15503e+06	1.20266e+06	1.05081e+06	1.19094e+06	1.11882e+06	891280	1.16862e+06	1.12152e+06	1.0329e+06		
P15311	P15311		EZR		744210	845282	876977	890880	838437	727633	922696	855589	934572	799191	984344	918884	873736	820809	920261	985754	925216	932602	942377	912532	907705	913303	837444	877115	862765	841694		
P15328	P15328		FOLR1		2.70373e+06	3.6461e+06	3.46544e+06	3.59252e+06	3.62609e+06	2.55004e+06	3.34288e+06	3.78517e+06	3.79815e+06	3.52766e+06	3.8315e+06	3.22872e+06	3.29024e+06	3.06187e+06	2.95717e+06	2.84394e+06	3.01248e+06	2.85331e+06	2.89459e+06	3.0407e+06	2.91271e+06	2.89218e+06	3.28607e+06	3.32832e+06	3.15313e+06	3.36382e+06		
P15374	P15374		UCHL3		82288.1	20792.4	63185.2		40028.1	110635	71339.1	25197.6	21157.5		34606.9	46909.4	31437.1	61344.2	36927.9	28423.8	35977.1	31159.7	74860	11695.2	55864.9			38244.2	59212.3			
P15408	P15408		FOSL2		22577.5					17005.3													54421.4					78384				
P15529	P15529		CD46		194407					181065							211562															
P15531	P15531		NME1		6.06437e+06	4.06523e+06	4.03914e+06	4.05344e+06	3.85265e+06	6.26303e+06	4.62125e+06	4.4375e+06	4.36662e+06	4.69388e+06	4.38573e+06	4.60852e+06	4.61111e+06	4.80245e+06	4.37436e+06	4.36732e+06	4.53794e+06	4.49478e+06	4.4348e+06	4.41776e+06	4.52206e+06	4.48107e+06	5.08647e+06	5.07194e+06	4.80283e+06	5.29761e+06		
P15559	P15559		NQO1		964730	731768	442084	671363	1.02987e+06	898426	621535	882379	810302	981439	661815	913078	1.00866e+06	1.05809e+06	893467	899648	745755	893061	798677	958646	1.26557e+06	901239	821949	839211	900837	960551		
P15586	P15586		GNS		48222.5	79047.2	92855.8		65629.3	46934.7	96550.7	92069.9		113375	113658	97322.6	88084.9	108490		94667.6	110061	91219.6	99379.7	99695		83436.3	89876	86441.1	106529	85151.8		
P15880	P15880		RPS2		1.73626e+06	1.74426e+06	1.44587e+06	1.65511e+06	1.85874e+06	1.79942e+06	1.44917e+06	1.4034e+06	1.48535e+06	1.99294e+06	1.45676e+06	1.89318e+06	1.78229e+06	1.91674e+06	1.94911e+06	1.95481e+06	2.02504e+06	1.96191e+06	1.92972e+06	2.00284e+06	1.95151e+06	2.027e+06	1.71304e+06	1.72621e+06	1.69892e+06	1.79173e+06		
P15924	P15924		DSP		341692	718979				238380	513302	486508	939885	659143	677324	703204	687944	635787	795189	607275	522677	884713	714516	398740			553104	572248	531766	545335		
P15927	P15927		RPA2		161565	189482	146971	165316	154564	173216	160934	197443	155316	125823	155302	127064	172643	147091	110340	144120	119162	132968	146046	100640	142443	113436	131811	159641	166842	145859		
P15954	P15954		COX7C		132253					147910																						
P16070	P16070		CD44		469913	511079	450766	518414	518959	485577	462619	473039	499551	409997	485649	451641	443271	471859	429508	415532	422300	446087	423308	372526	432190	405144	441479	453449	478097	432813		
P16083	P16083		NQO2		286384	541156	391956	487440	745257	300922	384316	442911	578712	595649	550361	555443	627483	647476	492695	531443	481437	524615	412232	487157	512556	528689	685060	675767	732663	660932		
P16152	P16152		CBR1		1.21138e+06	2.69245e+06	2.43185e+06	2.56653e+06	2.48912e+06	1.30666e+06	2.2429e+06	2.25496e+06	2.19558e+06	1.64258e+06	2.39392e+06	1.80401e+06	1.77981e+06	1.74633e+06	1.99453e+06	1.87984e+06	1.9989e+06	1.95444e+06	1.87856e+06	1.9344e+06	1.94025e+06	1.96865e+06	1.5926e+06	1.8388e+06	1.63262e+06	1.65459e+06		
P16219	P16219		ACADS		20873.1					17612																						
P16220	P16220		CREB1		165009				98009.7	144020	134315	98389.1	116399	747890	109776			610742	147303	165074	161481	176831	179384	208556	165260		1.00004e+06	876041	826836	868398		
P16278	P16278		GLB1		39104.2	37249.2	44814.7	33657.2	33593.6	33549.7	25537.1	25600.1	34309.1	36661.2	12432.2	37950.1	50083.1	41955.9	33200.4	37076.8	26114.6	27555.2	44492.2	23955.1	27919.5	19174.7	21696.2		36475.3	35241.7		
P16401	P16401		H1-5		906022	876102	845281	825066	841135	827478	837818	888477	870300	911486	823971	859751	861175	851815	944655	892552	962212	916649	914638	927274	905572	939611	906660	916857	929397	954926		
P16403	P16403		H1-2		2.97509e+07	2.18038e+07	2.18216e+07	2.05388e+07	2.17505e+07	3.21744e+07	2.17618e+07	2.1821e+07	2.07225e+07	2.50878e+07	2.21019e+07	2.64057e+07	2.67281e+07	2.46493e+07	2.52328e+07	2.40338e+07	2.5684e+07	2.47566e+07	2.39522e+07	2.48753e+07	2.44201e+07	2.49559e+07	2.77741e+07	2.77173e+07	2.66761e+07	2.72415e+07		
P16435	P16435		POR		242546	361780	264594	379626	393485	241437	331532	302097	344172	291539	497643	269644	263679	276117	382701	374051	391572	398823	437434	357894	398339	382662	251329	271088	268629	257582		
P16455	P16455		MGMT		69600.5					52913.8		168749							112830													
P16615	P16615		ATP2A2		1.87947e+06	2.39347e+06	2.62406e+06	2.55076e+06	2.40978e+06	1.82792e+06	2.24876e+06	2.08302e+06	2.30845e+06	2.34879e+06	2.34243e+06	2.35335e+06	2.3798e+06	2.45419e+06	2.33725e+06	2.32754e+06	2.33342e+06	2.3564e+06	2.24697e+06	2.22414e+06	2.46627e+06	2.3647e+06	2.09858e+06	2.21345e+06	2.36114e+06	2.15102e+06		
P16949	P16949		STMN1		840513	960412	944766	937802	953945	908975	1.04073e+06	1.08382e+06	1.01524e+06	1.09408e+06	1.10239e+06	1.06241e+06	1.05168e+06	1.00578e+06	1.06702e+06	1.0682e+06	1.04128e+06	1.0124e+06	1.08014e+06	1.10213e+06	1.01197e+06	989891	953662	948431	951995	957088		
P16989	P16989		YBX3		990426	410112	362440	418197	419300	1.07394e+06	393104	410802	407203	402608	415099	436014	439824	477248	351976	485105	433209	450193	454278	466595	475226	459486	434724	485182	436555	460921		
P17096	P17096		HMGA1		692767	720114	616570	731503	758573	921254	715513	825355	732353	1.12219e+06	782784	1.0226e+06	1.09824e+06	979530	1.09153e+06	1.12032e+06	1.11327e+06	1.04248e+06	1.09163e+06	1.0256e+06	1.1385e+06	1.12856e+06	1.22882e+06	1.26664e+06	1.26437e+06	1.24003e+06		
P17174	P17174		GOT1		385018	331496	359572	361336	336440	323386	350030	371869	377102	335015	362488	331366	336484	319770	323011	331782	305485	318237	319774	323993	313316	335086	352861	359442	362267	365875		
P17275	P17275		JUNB		59973.6	120811	113858	122501	103428	62201	116260	100205	98175.5	97321.6	109804	114259	104904	109006	97064.7	95176.9	128435		93357.8	111111	87581.6	113163	76418.1		100555			
P17301	P17301		ITGA2		166803	291215	229989	276740	252265	151723	326211	206565	249199	218736	294445	253969	221367	283695	222970	231121	243972	243186	200038	294388	211931	234690	307554	277996	320151	326363		
P17480	P17480		UBTF		95358.5		107525			72154.1		97182.5	153350	126267		149152	131281	137765			78208.3	134619	89994.4		81423.5		133318	118013	82484.9			
P17516	P17516		AKR1C4		721589	1.00792e+06	987154	1.18389e+06	1.158e+06	712203	1.01588e+06	1.10907e+06	1.0414e+06	978751	1.10513e+06	1.02869e+06	1.02197e+06	1.08216e+06	1.10466e+06	1.12383e+06	1.10653e+06	1.08642e+06	1.09194e+06	1.10373e+06	1.13816e+06	1.17983e+06	1.0052e+06	1.07468e+06	1.0882e+06	1.09611e+06		
P17568	P17568		NDUFB7		13523.7					23941.7																						
P17612	P17612		PRKACA		40721.7	67073.2	698015		62461.3	44905.9	76948.4	77924.5	102978		77491.6	514904	788030	379376	88058.7	84463.4	83954.3	88458.3	78168.1	61211.3	115773	84009.9	83544.3	83430.7	75991.5	77853.1		
P17655	P17655		CAPN2		327860	447204	457849	469116	433377	317127	449544	466900	429929	379605	494006	339448	358807	345018	417632	400840	395735	445089	433796	440077	420656	403154	325035	309361	287927	333405		
P17661	P17661		DES		30657.5					26947.2																						
P17676	P17676		CEBPB		266040	278489	262446	314788	307076	264795	327061	332737	375826	305711	264931	320979	327326	290556	313577	316510	313221	345326	265365	290342	312239	330711	268994	261499	250044	259821		
P17706	P17706		PTPN2		5280.31					7512.18																						
P17812	P17812		CTPS1		210713	239326	262745	237359	244538	244990	254555	269825	256132	220939	269230	260699	272644	224959	257833	216493	254640	236316	204095	256817	216947	244954	249130	255105	234195	280385		
P17844	P17844		DDX5		2.23584e+06	2.15294e+06	2.17368e+06	2.06236e+06	2.11492e+06	2.0054e+06	2.09223e+06	2.14855e+06	2.15819e+06	2.35735e+06	2.23403e+06	2.23937e+06	2.32426e+06	2.31782e+06	2.19753e+06	2.23458e+06	2.15228e+06	2.15416e+06	2.20654e+06	2.1367e+06	2.30562e+06	2.29105e+06	2.17632e+06	2.0808e+06	2.17056e+06	2.16639e+06		
P17858	P17858		PFKL		110938	206182	218766	188074	197564	107691	189506	140707	252243	215474	199183	210416	262132	228007	249302	226101	228022	200412	204911	211930	192688	219328	239311	212534	224681	229450		
P17931	P17931		LGALS3		2.12189e+06	1.65252e+06	1.54982e+06	1.54756e+06	1.4462e+06	2.09043e+06	1.52692e+06	1.53939e+06	1.66136e+06	1.67327e+06	1.4454e+06	1.6696e+06	1.66015e+06	1.56743e+06	1.86091e+06	1.70339e+06	1.74001e+06	1.73992e+06	1.80967e+06	1.72667e+06	1.7692e+06	1.73159e+06	1.72045e+06	1.7471e+06	1.68575e+06	1.79367e+06		
P17980	P17980		PSMC3		308744	372901	377120	370138	355795	326262	285637	266743	372144	287994	372884	311430	328247	320820	307599	307724	307741	300558	320930	251176	336946	256746	334808	342022	358912	332392		
P17987	P17987		TCP1		746530	923604	933556	953373	905121	716323	876489	866152	914754	811475	908618	856686	846506	853603	802725	761571	810879	789982	796025	767877	761686	816466	810160	844114	821850	818432		
P18031	P18031		PTPN1		108188			179699		94349.3	139187			204839	268639	197825		238048	256800	155035	242707	237273	304466	228211	233941			85983.1				
P18077	P18077		RPL35A		3.8601e+06	1.47856e+06	1.52481e+06	1.52164e+06	1.38589e+06	3.72352e+06	1.62284e+06	1.71597e+06	1.66928e+06	2.02721e+06	1.64337e+06	2.0624e+06	1.98492e+06	2.06557e+06	1.71529e+06	1.85102e+06	1.87624e+06	1.85833e+06	1.91071e+06	1.71871e+06	1.84965e+06	1.85181e+06	2.12581e+06	1.86279e+06	1.8391e+06	1.93558e+06		
P18085	P18085		ARF4		412256	851286	795385	714611	690449	393857	884626	769869	762583	620720	791676	619572	661983	612358	706683	705290	694951	677231	614737	709852	603230	710332	759507	633453	618253	722784		
P18124	P18124		RPL7		2.89936e+06	2.82675e+06	2.87797e+06	2.76343e+06	2.85751e+06	3.00767e+06	2.82489e+06	2.7165e+06	2.73449e+06	2.96838e+06	2.74037e+06	2.93866e+06	3.04883e+06	2.98441e+06	3.00334e+06	2.88953e+06	3.03849e+06	2.91695e+06	3.0158e+06	2.92201e+06	2.91466e+06	2.97958e+06	2.73819e+06	2.79253e+06	2.81985e+06	2.79498e+06		
