Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_7.raw
P41223	P41223		BUD31		34004.6	30649.9	31444.8	29526.7	26959.5	18964.5	33072.3	26036.9	29843	24165.1	32243.8	22421.2	26211.4	20714	24502.1	25869.2
P41227	P41227		NAA10		151369	146827	167858	151397	152884	93313.6	162209	86431.3	162311	81070.6	157803	84440	100763	105656	103470	103225
P41240	P41240		CSK		26933.5	30546.2	32123.1	29493.8	28258.2	11103	19934.6	10768.1	22454.3	5768.7	16098	7111.09	8786.63	9055.63	9689.87	7363.31
P41250	P41250		GARS1		235746	235189	228793	234541	238342	175350	232420	171004	233027	154631	233551	180493	174068	171965	172296	171499
P41252	P41252		IARS1		108654	105345	108267	111441	110237	106550	112655	105315	111241	101786	110140	104373	105480	106367	105476	105590
P42025	P42025		ACTR1B		46025.8	47109.6	42110.4	51559.5	48884.9	78071.8	41631.3	59159.3	30172.3	79273.1		75555.5	61681.1	77980.8	71295.6	51310.4
P42126	P42126		ECI1		51527.9	52042.5	51779	54678.6	49140.5	41393.7	52757.4	47132.9	48735.4	49523.6	49716	45825.4	42929.9	42613.4	44444.8	40857.2
P42166	P42166		TMPO		438073	439818	415517	439540	443253	512837	398507	550553	405291	557198	387458	540437	516773	504453	480749	526048
P42167	P42167		TMPO		6439.23	4817.73	3379.57	4793.72	4965.27	40433.3		40572.1	2695.88	42050	4011.5	44328.3	39309.8	40614.2	36079.1	42208
P42224	P42224		STAT1		9856.78	9752.12	8702.07	11808.4	8423.62	17008		16710.2	7928.57	11633	4872.42	15153.1	12767.3	13047.1	9302.85	14462.6
P42229	P42229		STAT5A		153933	153674	152349	166362	181265	55979.8	149979	28665.6	146644	19683.9	146371	32330.9	47690.2	26405.9	41099.2	43061.1
P42285	P42285		MTREX		119971	112895	107868	117906	112807	56108.3	118091	61870.4	102649	51377.7	116606	59182.9	62818.8	58861.6	61308.6	52610.6
P42330	P42330		AKR1C3		209811	216979	213334	223118	179055	484037	219618	469591	211625	472838	219532	473862	512017	523423	511388	518018
P42566	P42566		EPS15		31731.3	30513.9	33650.3	29467.2	38501.4	23538.9	32060.4	18312.4	32568.9	19182.4	30168.3	22208.9	20664.7	16902.4	17852.2	17789.2
P42574	P42574		CASP3		46126.5	49427.7	48566.2	45099.2	48810.3	28900.9	53936.9	25230.1	49380.4	24525.7	52232.7	20791.2	22808.8	26819.5	25551.9	26421.9
P42677	P42677		RPS27		533797	514978	518789	505870	495886	705024	538230	716872	539634	655527	511416	731197	726813	746656	741755	740157
P42704	P42704		LRPPRC		163256	163335	165993	164382	165260	114156	165088	112432	169260	114089	162605	115968	121086	110625	123604	113565
P42765	P42765		ACAA2		13335.1	15498	14438.1	9712.42	14115.7	208170	9803.71	199721	12364.1	203731	16226	201900	198742	196791	220950	200776
P42766	P42766		RPL35		173878	177984	166820	179860	184493	546191	186478	579553	182044	480354	173418	598525	603980	625057	553467	583344
P42771	P42771		CDKN2A							33806.5		29831.1		29058.9		31306.8	28914.7	28397.3	23572.5	28488.6
P43034	P43034		PAFAH1B1		47447.2	49279.1	51330.7	49997.9	49923.7	53448.8	51588.1	52922.2	49030	52278.1	50134.1	50959.5	51795.1	61377.6	59570	59637
P43243	P43243		MATR3		162696	161827	169304	163291	163556	129167	163110	135333	173374	134441	169472	134912	134295	134990	138398	131580
P43246	P43246		MSH2		120327	117111	117608	123083	120683	104583	115977	100983	118079	102348	120943	103778	105803	103850	107276	104552
P43304	P43304		GPD2		44262.3	42944.8	35583.8	51331.1	51430.3	137268	45897.3	138693	44531.7	144692	37463	151058	134472	127019	144499	136292
P43366	P43366		MAGEB1		21778.9	22157.5	22403.6	26194.7	22740.6		24489.5		20927.5		23698.5					
P43487	P43487		RANBP1		789275	725009	740945	788299	732518	117046	734655	125797	724930	120122	748374	118855	119052	119839	111121	117675
P43490	P43490		NAMPT		76611.2	74246.8	75128.9	73296.5	75820.9	65738.1	73340.5	62463.8	70053.5	63145.9	73315.8	63239.5	61860.8	62077.1	68032.4	63417.7
P43686	P43686		PSMC4		97704.5	103915	98490.3	99472.7	102970	63253.4	103942	62840.7	104754	61075.3	104493	62530.1	62478.6	67609.9	64973.9	64842.6
P43897	P43897		TSFM		29521.6	27006.3	26251.6	33267.9	34195.1	62900.9	27288.8	60762.8	31915.6	58510.7	27613.7	62857.8	57951.6	58472.1	61198.9	61542.8
P45877	P45877		PPIC							10185.6		12759.8								
P45880	P45880		VDAC2		337425	340988	325103	342781	339965	339389	337804	322968	345630	338232	341412	337682	340105	347268	352132	347443
P45973	P45973		CBX5		83135.2	74084.1	77417	72916.4	77942.5	62742.2	72899	57304.6	70817.8	50664.7	71344.6	58176.7	57510.7	59889.4	64060	55440.7
P45974	P45974		USP5		54137.3	53406.7	51335.1	53599.8	50083.2	61702	49338.5	64296.1	48310.9	59070.8	50816.8	63005.4	61169.9	66732.6	61965	62125.1
P46013	P46013		MKI67		5746.19	2934.35	14569.7	888.234	6471.72	55666.4		64252.7		58538.6	9642.07	64592.4	58526.6	51962.2	60571.4	61918.9
P46060	P46060		RANGAP1		148755	138796	142799	146481	141315	101575	139505	102778	133365	95067	136296	97347.5	95701	98186.5	100008	107139
P46063	P46063		RECQL		79674.8	80976.2	82929.9	62269	84709.3	151998	86323.8	136668	91081.5	139934	81386.5	131137	188235	177428	204077	178211
P46087	P46087		NOP2		49369.7	47299.5	51095.1	50132.7	53746	117645	48903.5	114350	50445.3	114572	50627.5	104417	120088	121223	118642	117438
P46108	P46108		CRK		14414.3	16873	14959.9	18222.2	15035.4	21934.6	14972.9	24407.1	14372.3	22253.9	15872	25277.4	27488.2	23602.2	27142.6	26960.1
P46109	P46109		CRKL		255685	257586	235514	255595	242226	29584.8	254330	27350.9	245867	36407.4	241104	30672.9	38525.5	33566.2	31809.3	31288.1
P46199	P46199		MTIF2		23166	21960.5	23229.2	24081.4	23971.4	24292.7	20431.9	13643.3	19712.2	21500	20989.4	22350.4	21813.6	19578.6	17817.3	
P46379	P46379		BAG6		92923	96123.6	91036.6	94894.5	90198.2	34042.4	88930.2	35043.3	85413	36239	88945	37919.3	38950.1	39985.1	28500	32050.8
P46459	P46459		NSF		42970.7	43105.6	41390.6	43131.6	40966.3	31854.2	41222.3	31608.6	43590.4	27685	39127.6	33465.4	32456.4	27676.4	29979.5	25789
P46776	P46776		RPL27A		1.24151e+06	1.25437e+06	1.3165e+06	1.25002e+06	1.21042e+06	1.22108e+06	1.30787e+06	1.19344e+06	1.30217e+06	1.22822e+06	1.2931e+06	1.22901e+06	1.26744e+06	1.22048e+06	1.31608e+06	1.28163e+06
P46777	P46777		RPL5		497944	479932	502907	496541	472617	525060	553599	559299	511781	561645	517625	522799	567873	545921	556624	566508
P46778	P46778		RPL21		172049	145618	181849	166378	120012	134482	184813	119361	174536	114085	168052	150644	173763	173426	180060	175752
P46779	P46779		RPL28		280442	277479	304590	288022	284108	581233	294926	571109	291325	538541	300374	601654	601401	600951	599184	623638
P46781	P46781		RPS9		443922	461537	446507	470748	464667	1.03933e+06	466816	1.07592e+06	457793	1.1025e+06	462389	1.08045e+06	1.07569e+06	1.06381e+06	1.12237e+06	1.0554e+06
P46782	P46782		RPS5		442074	477143	587433	469420	410575	841089	527491	806502	577628	818280	600404	749550	923918	918632	943684	968335
P46783	P46783		RPS10		464603	399077	423541	373273	379347	436673	292831	446325	312547	423015	300394	450883	360497	449644	293653	411107
P46821	P46821		MAP1B		30169.9	26233.3	34490.6	35111.6	30261		29319.3		39771.9		34001.4					
P46926	P46926		GNPDA1		14035.9	15215.7	17929.7	13901.7	14071.5	30379.1	15171.5	19333.2	13766.7	16842.8	18598.3	23265.2	31306	34811.9	31530.8	32234.4
P46940	P46940		IQGAP1		93441.4	87073.9	94264.1	86714.3	91396.7	386155	87957.7	377408	85971.7	373680	89540.6	356827	398392	397984	398361	409064
P46976	P46976		GYG1		52153.7	49293.6	51197.7	50297.7	51185.3	67558.4	50016.7	68028.9	50195.3	62668.1	49260.3	72213.9	77467.5	78594.3	75186.4	73021.5
P46977	P46977		STT3A							12428.9		8851.58		7872.37		9669.94	24990.3	24421.7	22355.5	20490.2
P47712	P47712		PLA2G4A							22805.9		16279.3		16381.9		15617.6	23563.3	22141.7	20130.6	20842.1
P47756	P47756		CAPZB		131113	134215	137851	137542	122160	76554.6	138052	79560.7	137995	74504.3	133417	75656.3	88367.9	85632.2	78733.5	86031.7
P47813	P47813		EIF1AX		76085.8	70663.2	80601.9	79728.3	72543.6	84628.6	78425.9	91512.5	72988.5	80849.8	79152.1	84644.7	87633.9	92875.2	82051.6	90932.9
P47897	P47897		QARS1		53917.4	54412.6	55107.5	52185.8	56939.9	75248	57341.8	71841.5	58275.8	71708.6	56131.7	74125.6	75678.6	77273.8	73646.5	75316.6
P47914	P47914		RPL29		119772	110365	105319	112186	112473	783086	104880	800591	114427	790977	116997	784877	847737	672280	801900	850969
P47985	P47985		UQCRFS1		697218	714690	647976	675372	666891	906848	628961	842338	575244	840269	638035	862252	790550	918254	832652	942578
P48047	P48047		ATP5PO		273445	256669	295186	274289	272867	442782	280421	453608	262867	425938	285827	408346	476900	469340	481493	481917
P48147	P48147		PREP		32407.1	31478.8	32619.8	32719.3	32435.5	16141.8	24765.5	21285.6	25961.2	20077.5	23276.5	16528.9	18303.2	17005.9	15829.5	17082.3
P48163	P48163		ME1			4631.46	10231.9	4589.29		39884.8	5683.89	39457.2	6608.1	37382.3	7968.97	41382.3	33982	38745.1	39194.7	38802
P48444	P48444		ARCN1		66735.1	67450.6	70510.8	69578.6	66022.3	73298.1	66432.1	69551.1	68447.2	74978.5	65353	73209.8	72047.4	69184.9	77552.4	70823.1
P48507	P48507		GCLM		61329	63584.2	61515.4	63490	68057.1	32517.1	61182	39570.3	59258.7	40761	59790.9	36265.2	33588.4	36906.6	34372.6	27546.7
P48556	P48556		PSMD8		172829	182741	169486	183004	199733	150654	181149	138206	191102	142516	191945	144547	146815	140680	156253	137009
P48637	P48637		GSS		68671.5	69744.3	66777.5	68223.5	62475.3	103552	63046.6	105820	61431.5	98899.1	69166.6	100527	107932	101561	99041.2	103793
P48643	P48643		CCT5		375040	352375	370309	370392	363575	163326	373208	165162	375501	160268	370138	160551	171634	166052	173395	166490
P48735	P48735		IDH2		29988.2	27861	31117.1	28422.1	26824.6	7427.4	25887.8	7829.82	27438.6	11187	27590.5	10757.2	8068.51	11249.3	9609.22	8572.96
P48739	P48739		PITPNB		26791.2	22325.5	25245.1	24251.5	23301.3	17839.5	21600.4	16383.6	23274.2	16865.2	24773	15839.2	14740.8	10179.4	19506.5	17468.7
P49005	P49005		POLD2		9563.34	5406.91	5734.6	6202.37	6227.24	16265.4	5881.03	18311.1	7633.08	19107.7	7240.44	13149.3	17728.8	17915.1	17049.1	16624.1
P49006	P49006		MARCKSL1		219625	226648	219959	223466	232011	8849	221930	8241.6	227588	8690.27	224709	10620	7952.29	10657.8	11569.2	8940.57
P49189	P49189		ALDH9A1		37983.7	36431.6	34370.2	35112.4	38172.8	119486	37665.5	120489	33293.9	120129	37044.4	112646	110887	118278	121325	123201
P49207	P49207		RPL34		217162	220471	216703	209647	215391	625992	216255	585900	214143	606024	224525	579989	601819	616688	620066	638875
P49247	P49247		RPIA		26569.2	25667.1	24734.1	25155.7	26290.1		20998.5		24931.7		22054.8					
P49257	P49257		LMAN1		18267	17746.7	19526.7	15330.9	15472.2	115203		104565		104911	11901.4	96259.2	118103	106064	120876	115725
P49321	P49321		NASP		451918	464453	453702	453033	464642	204553	452135	199455	457217	211161	454706	204360	208347	205834	210634	209145
P49327	P49327		FASN		250448	240637	242031	247747	244229	140585	241758	140483	240560	140638	241121	139197	139523	141340	139856	142363
P49368	P49368		CCT3		864023	835358	846182	849494	830569	389313	822331	386298	837357	401730	841289	374752	386916	379226	392973	379453
P49411	P49411		TUFM		3.47053e+06	3.40068e+06	3.54975e+06	3.36322e+06	3.37503e+06	3.49702e+06	3.44438e+06	3.35368e+06	3.34415e+06	3.56926e+06	3.55146e+06	3.48557e+06	3.48517e+06	3.51063e+06	3.43291e+06	3.45071e+06
P49419	P49419		ALDH7A1							63776.1		58307		63376.7		65590.8	61657.3	65518.4	63756.5	67123.9
P49458	P49458		SRP9		101202	102604	102905	103938	105318	72334.8	100513	62794.6	106889	61897.6	104968	66384.4	74616.8	70039.9	79396.8	69580.2
P49585	P49585		PCYT1A		23168.3	22559	25256.1	22478.4	23628.9	49033.2	22989	46276.4	22021.5	45450.8	22429.3	47966.6	49249.3	43003.8	53600	44232.8
P49588	P49588		AARS1		368284	353166	359309	346525	357392	433988	359428	445677	357123	431852	355829	439143	445517	448042	448878	451462
P49589	P49589		CARS1		39299.3	36248.7	37039.1	36629.3	36243.3	36162.2	29272.1	35514.4	32299.8	35174.3	33325.6	34553.4	37388.2	36386.2	35039.5	34845.8
P49591	P49591		SARS1		178589	173324	170821	183148	175485	80597.1	167389	76006.2	173418	80327.8	164953	79457.3	78526.8	80229.1	82108.1	74099.2
P49593	P49593		PPM1F		87181.5	83096.1	79846.9	82640.5	81108	11599.1	87323.8	7996.68	76577.4	27025.2	74456.8		17373.6	16358	6956.37	14890.9
P49720	P49720		PSMB3		125375	128436	126982	135311	135302	88915.4	129411	82429.6	132167	89277.1	131347	89316.4	87535.7	84050.8	94142	87285.3
P49721	P49721		PSMB2		318453	273924	278953	279557	274923	243521	279933	240790	260153	225671	256151	241333	242202	238665	229226	241491
P49736	P49736		MCM2		207151	205453	206322	217852	208249	136325	206989	133624	205162	130830	220101	132170	137424	128710	137464	130252
P49748	P49748		ACADVL		46418.3	46358.1	45858.6	48600.4	44533.7	191208	47330.2	189403	45548.5	185758	45501.6	187378	186079	185833	196760	191630
P49755	P49755		TMED10		29432.4	35713.8			37242.9	75366.1	32798.5	60175		78784.3		72580	63680.2	68866.7	62429.2	62072.4
P49756	P49756		RBM25		88350.9	83587.9	88368.4	85635.9	89209.9	90399.4	83814.9	87053	85709.3	91927.5	84993.1	90470.4	89295.7	92004.1	98889.3	93898.5
P49773	P49773		HINT1		424095	370439	347278	367588	455500	430792	359674	430484	426146	440683	438974	447198	465283	458185	486580	450546
P49790	P49790		NUP153		72963.1	73089.6	70875.3	72406.1	69408.5	50123.9	73615.5	56523.1	70015.8	46954.8	77730.7	44512.9	55871.7	53077.8	51209.2	48883.4
P49792	P49792		RANBP2		63545.6	60171.1	61898.2	61291.5	61835.3	44507.7	60181.5	47115.3	60059.1	46029.6	60471.2	45778	40577.6	43789.7	43801.4	40224.9
P49821	P49821		NDUFV1		42447	40416.9	41481.3	41791	43311.8	51672.5	42641.2	46504	40792.1	44551.8	37746.2	42289	53053.9	46531.1	47087.9	42975.1
P49840	P49840		GSK3A		40619.9	41192.2	35904.6	49371.7	46113.5	51006.5	39818.3		45024.6		40493.9	56821.5			29165.6	
P49915	P49915		GMPS		190476	192722	192312	190463	190045	105031	194754	100992	192105	104703	194060	101574	104224	109606	104659	107498
P49959	P49959		MRE11		86946.5	75507	72599	87478.5	71744.2	52603.4	70638.3	53260.4	74924.7	44731.3	81165.9	40866.4	47756.1	43922.9	46677.6	39735.2
P50213	P50213		IDH3A		53843.8	54268.9	53781.4	53184.5	49078.5	94643.1	52228.3	93207.8	51342.9	93651.2	54448.3	91991.4	96884.7	89009.5	97571.4	94093.5
P50238	P50238		CRIP1							755734		471837		1.10146e+06		848935	887887	1.03876e+06	405256	648965
P50395	P50395		GDI2		363719	365305	387765	369407	368176	265942	373362	267254	382785	255869	377493	263264	277171	264951	265519	262294
P50402	P50402		EMD		45614.9	48754.9	48377.2	41318.6	43077.5	179983	43151.4	173817	51244.5	166564	30972	170151	178299	184286	176008	191295
P50416	P50416		CPT1A		9722.62	10338.3	12980.9	12195.7	11902.9	69938.7	11472.6	77330.6	14531.4	76206.2	14411.8	74081.5	73176.2	66495	79653	70126.1
P50452	P50452		SERPINB8							12719.3		12566.5		10057.2		9418.24	20086	18710.9	21226.5	19660.4
P50453	P50453		SERPINB9		29549.4	31737.1	27568.2	33265.9	28592.9		28490.3	96559.4	29634		28016.3	90197				
P50454	P50454		SERPINH1		149861	145095	157487	152422	137887	295643	156294	296152	153169	300454	147803	277680	316607	302486	321257	325304
P50502	P50502		ST13		243445	250735	225516	246362	244537	108701	223242	108763	236554	116166	228858	107417	118580	111278	104136	109878
P50552	P50552		VASP		136519	142320	124677	131853	146406	45416.7	128607	49091.1	135368	50018.4	135810	55914.3	42703.6	37869.9	49510.2	51990
P50570	P50570		DNM2		96976	94295.5	102095	94454.3	100324	65184.6	100348	72710.4	96666.5	65335.9	100259	66899.3	63394.9	64781	69519.5	68455.6
P50579	P50579		METAP2		17868.4	19353.9	14668.8	20579.7	17986.6	71446.6	18273.4	68744.1	17873.9	72505.7	19514.1	65222.2	77375.5	62787.5	70944	69927.3
P50851	P50851		LRBA		58945.1	57290.1	57619	50475.3	54775	46253	56105.2	34389.1	56291.2	42948.3	53708.6	38016.3	39745.9	20481	43991.9	24388.6
P50914	P50914		RPL14		179017	187741	162714	180075	172510	709315	193028	636636	174678	688152	171853	611611	679245	717088	703336	665436
P50990	P50990		CCT8		937216	937545	909598	933045	920416	407181	921478	384399	920381	388321	925009	378172	413980	405117	410822	413520
P50991	P50991		CCT4		521793	499461	517359	508456	522542	362289	501725	335781	504357	348926	508842	342955	347646	346528	368806	364914
P50993	P50993		ATP1A2		49012.4	40188.7	51402.3		48704.6		51883.9		51529.3		47659.6					
P50995	P50995		ANXA11		80646.6	76543.2	74620.4	75093.9	79492.1	62147.3	80539	61749.4	76337.5	53743.5	80446.7	60683.8	59127.7	57698.5	60298.6	58946.5
P51114	P51114		FXR1		54478.3	50351.1	53634.9	45764.7	45614.1	36455.4	48595.7	48269.1	48485.9	45356.4	61643	37074.8	34584.6	48338.3	40982.3	44894.7
P51148	P51148		RAB5C		65031.1	59289.2	60657.1	64132.4	62892.5	161627	57572.4	157840	60024.6	168035	67854.4	162637	157920	157595	165746	157863
P51149	P51149		RAB7A		91574.5	88005.7	87579.1	94564.2	89816.6	143608	78687.3	149924	84189.9	144405	84360.3	150550	157177	144631	150895	142933
P51151	P51151		RAB9A			5621	4857.76	4464.96	4214.42	12827.8	2675.85	12158.7		13765.9	3557.18	13818.1	13378.2	13387.7	13052.3	11950
P51153	P51153		RAB13		173103	191629	176851	181369	204307	496879	173384	513619	195900	474385		510861	516071	497550	471833	489751
P51159	P51159		RAB27A		126103	108472	109530	105704	109015	74046	130328	94396.4	120039	99152.3	115872	42434.8			32509.9	43980.6
P51398	P51398		DAP3		16961.8	15873.8	15094.7	16496.9	18573.5	6145	13425.1	7715.63	14282.6	7289.98	12877.3	6661.25	9045.19	7703.6	7805.63	9757.97
P51531	P51531		SMARCA2		46002.9	51953.8	49219.3	38242.3	47757.2	21945.2	42760.6	30004.9	36916.7		40942.6	24379	16390.7	18345.8	20177.7	10484.7
P51570	P51570		GALK1		22213.6	21885.8	23785.7	20519.6	20569	26121.7	20385.1	39629.2	22730.3	40298.9	16471.9	30690.2	36773.8	37712.8	26281.1	38765.6
P51571	P51571		SSR4		12408.6	8507.56	8009.8	11402.4	7666.46	63840.3	10205.2	70904.8	10018.7	50084.5	11410.2	59923.2	61642.1	57671	60775.3	70643.8
P51572	P51572		BCAP31		30143.6	41356.1	36336.2	33649.6	41775.7	108971	39769.7	101182	33348.4	97377	39306.6	95353.4	128061	138297	126687	150426
P51610	P51610		HCFC1		147385	145968	156526	137883	132767	115139	140165	104073	120784	122303	141731	105271	103235	101939	105118	108750
P51648	P51648		ALDH3A2							20248.8		17735.8		16091.8		19488.7	20169.8	18793.2	17052.1	17599.3
P51659	P51659		HSD17B4		56622.8	55145	57657	56280.6	56843.9	122882	54647.3	123038	53496.8	121514	55326.8	121555	121563	127307	128269	124379
P51665	P51665		PSMD7		260444	223508	317690	238227	222193	131919	312525	142432	303032	123372	336616	137095	160605	171295	167366	171059
P51812	P51812		RPS6KA3		57088.3	55090.4	64070.2	54977.4	61720.5	67203	55374.4	65060.4	55814.2	65257.1	48826.8	68561.7	64433.1	60158.2	64441.2	62546.4
P51858	P51858		HDGF		294118	283966	288625	290495	271099	441870	276759	449357	277305	453932	297516	423838	452138	430606	465951	467231
P51970	P51970		NDUFA8		40308.9	36480.3	42469.9	28227.4	25707.9	31991.4	17789.7	34722	18055.1	30525.4	20327.8	36157.4	24507.5	28427.3	15114.5	32351.1
P51991	P51991		HNRNPA3		500688	484452	507356	486271	461061	136488	489395	190090	485983	178438	452398	153308	192995	195818	190322	197244
P52209	P52209		PGD		1.66963e+06	1.63197e+06	1.63967e+06	1.64961e+06	1.61663e+06	883438	1.70226e+06	854954	1.67428e+06	863298	1.68778e+06	915709	889606	853525	965721	881323
P52272	P52272		HNRNPM		841692	813231	859017	843659	771841	422008	839286	411300	861569	423408	844408	424240	460498	476414	476719	461962
P52292	P52292		KPNA2		178902	190069	179442	176755	189237	84692.2	165760	86243.8	177653	88119.6	175936	89909.6	77682.7	93174.7	80805	83906.1
P52298	P52298		NCBP2		38889.5	32546	32774.6	37345.2	30923.8	14484	33144.8	19516	29121.8	20174.8	27480.9	21488.8	15465.1	13871	21226.8	17641.9
P52434	P52434		POLR2H		39444.8	38596.6	38744.8	39856.2	39654.6	35602.6	39456.9	28578.3	40096.7	31616.2	38550.4	29380	28289.3	33243.2	31252.1	33993.8
P52565	P52565		ARHGDIA		116124	106103	75522.9	119036	83771.3	201663	85505.9	197780	88678.3	209600	78046.5	188715	182718	187116	191483	182404
P52566	P52566		ARHGDIB		23104.4	15851.8	20833.6	22811	20148		17052.7		20725.9		21879.7					
P52597	P52597		HNRNPF		375099	347757	415169	352997	335392	154195	389498	150687	373619	127283	381898	146171	142383	134140	137218	136434
P52701	P52701		MSH6		225226	223060	225341	230748	199323	264961	239016	226212	210090	243812	229902	244191	239240	238608	232739	219141
P52788	P52788		SMS		64624.1	63002.2	66413.5	61185.8	61749.8	89128.6	64399.8	88395.7	65398.3	89544.5	61650.4	91846.4	87411.2	87924	94113	92873.5
P52789	P52789		HK2		74576.5	71325.6	69647.2	71927.4	66213.5	29677	74003	34864.3	67698.4	23396	67201.1	38578.4	41381.2	33678	39171.1	48382.8
P52815	P52815		MRPL12		149465	146223	142542	151904	151335	133710	146818	132618	154063	141285	148213	125883	142034	133651	143672	136790
P52888	P52888		THOP1		20125.6	19637.4	20670	21932.5	22813.8	29460.1	20656.2	30931.7	19515.5	24675.4	20780.1	21634.5	22373.4	27566	30772.3	26294.1
P52907	P52907		CAPZA1		254179	220102	217500	225009	214605	155477	181751	153541	172087	143792	183430	142232	146629	155825	142061	147427
P52948	P52948		NUP98		52991.5	49994.1	47137.9	49627.8	49739.6	29240.2	51358.9	27912.7	45791.7	30747	51074.1	27264.7	24206.1	26619	27846.3	30012.4
P53004	P53004		BLVRA		76946.7	70413.7	78363.4	72819	73523.1	49587.2	71673.2	46636.9	79700.2	52363.8	76105	47705.4	53624.8	49455.7	56812.5	51056
P53007	P53007		SLC25A1		40163.3	39079.2	37589.2	39283.9	35472.9	23870.2	36170.4	22864.1	35201.6	22828.1	32535.8	24593.1	15406.8	20029.2	15754.4	16311
P53350	P53350		PLK1		30503.6	29757.8	25914.3	36829.2	33349	27637.7	26952.3		22323.2		22579					
